T,PASTORE,Rom
T,ROJAS,Cro
Por,ROSSI F.,Ata
Por,GORI P.,Ben
Por,MANFREDINI,Ben
Por,BREZA,Bol
Por,VICARIO,Cag
Por,ARESTI,Cag
Por,CIOCCI,Cag
Por,FESTA,Cro
Por,BRANCOLINI,Fio
Por,TERRACCIANO,Fio
Por,MARCHETTI,Gen
Por,RADU I.,Int
Por,PINSOGLIO,Juv
Por,DONNARUMMA AN.,Mil
Por,CONTINI,Nap
Por,COLOMBI,Par
Por,RAVAGLIA,Sam
Por,PEGOLO,Sas
Por,TURATI,Sas
Por,KRAPIKAS,Spe
Por,ROSATI,Fio
Por,UJKANI,Tor
Por,BERARDI A.,Ver
Por,PANDUR,Ver
Por,ZOET,Spe
Por,TATARUSANU,Mil
Por,PADELLI,Int
Por,CRESPI,Cro
Por,ZIMA,Gen
Por,BOER,Rom
Por,AVOGADRI,Sam
Por,ALIA,Laz
Por,LETICA,Sam
Por,SCUFFET,Udi
Por,MILINKOVIC-SAVIC V.,Tor
Por,GASPARINI,Udi
Por,RAVAGLIA F.,Bol
Por,RINALDI,Par
Por,FARELLI,Rom
Por,RADUNOVIC,Ata
Por,FUZATO,Rom
Pc,CERRI,Cag
Pc,LA GUMINA,Sam
Pc,DRAGUS,Cro
M;C,CASSATA,Gen
M;C,VECINO,Int
M;C,VIEIRA,Ver
M;C,JAJALO,Udi
M;C,LEO' SENA,Spe
M;C,MAKENGO,Udi
M,MAGNANELLI,Sas
Ds;E,MAZZOTTA,Cro
Ds;E,TRIPALDELLI,Cag
Ds;E,RAMOS,Spe
Ds;E,BARRECA,Fio
Ds;E,UDOGIE,Ver
Ds;E,ZAGARITIS,Par
Ds;Dc;E,REGINI,Sam
Ds;Dc,PELUSO,Sas
Dd;E,FARAGO',Bol
Dd;E,LAURINI,Par
Dd;E,DEPAOLI,Ben
Dd;E,SALA,Spe
Dd;E,BUSI,Par
Dd;Ds;E,MATTIELLO,Spe
Dd;Ds;E,MBAYE,Bol
Dd;Ds;E,SANTON,Rom
Dd;Ds;Dc,ARMINI,Laz
Dd;Ds;Dc,RRAHMANI,Nap
Dd;Dc;E,BIRASCHI,Gen
Dd;Dc,CALABRESI,Cag
Dc,ROMAGNA,Sas
Dc,MARRONE,Cro
Dc,FAZIO,Rom
Dc,CAPRADOSSI,Spe
Dc,PRODL,Udi
Dc,AMIONE,Ver
Dc,FERIGRA,Tor
Dc,BALOGH,Par
Dc,DRAGUSIN,Juv
Dc,DIERCKX,Par
Dc,ANTOV,Bol
C;T,BALDURSSON,Bol
C;T,BENASSI,Ver
C,ASKILDSEN,Sam
C,PALUMBO,Udi
C,PETRICCIONE,Cro
C,NICOLUSSI CAVIGLIA,Par
C,PORTANOVA,Gen
C,EBOA EBONGUE,Gen
A,JUWARA,Bol
A,LUVUMBO,Cag
A,MALES,Gen
A,SCHIAPPACASSE,Sas
A,MORO,Laz
A,RABBI,Bol
A,AKE' M.,Juv
Pc,PELLE',Par
